Sentence,Opinion
this is not an update to the existing driver as much as a request for an additional driver.,0
The latest ALSA driver does fix the issue (compiled from their repository).,1
"I also confirm that this is not fixed in Intrepid, at least not in the x64 version.",0
"Yes, installing bochsbios from hardy also made my XP-VM work again! Thanks Daniel, for the hint!",1
"Just for the record, this patch is incorrect and shouldn't be applied.",0
"I agree, it is odd that none of the main ubuntu blog sites have picked up on this",1
I don't think any of this is the right option.,0
changing /dev/hda (the dvd drive's device entry) to /dev/dvd in /etc/fstab as per robert's comment fixed it also for me.,1
sorry for the long delay. Unfortunately I got sidetracked quite a bit. It seems the variable name is not completely correct,0
"yes, confirmed, we ' re spinning in that loop",1
"dinhtrung, i tried your workaround, but it causes some dialogs to behave strangely, e.g.",0
"The patch gets the gist of what I want, but it looks ugly in places.",1
"doesn't crash on hardy (tested on i945), and I doubt it can be backported fully, since it would mean backporting the EXA changes too.",0
"Hi Brain, I was able to start the LiveCD with Tribe-5 on my Fujitsu S6410P laptop. Thanks for the help and sorting out this bug.",1
This issue is not getting enough attention. I don't know if you all have SSDs but most people don't.,0
That solved my problem.,1
i suspect that the head is constantly moving even when the computer is idle and this can not be good.,0
"Yes, the machine is indeed connected to a KVM. By the way, when I managed to get it working as described initially, it was still connected to a KVM.",1
"I understand gkrellm could work as a workaround, but that's not what I'm after.",0
"Here is the data. Also, this hardware played sound just fine under feisty.",1
I still don’t get the *.gan association right.,0
"Thank you, Jose for the excellent build instructions! I also can confirm that removing the patch fixes the xserver crash when running KDE4's kwin with EXA on an i965.",1
Fokker your bug is not the same.,0
Thank you for your help. Problem solved following the link you suggested.,1
I don't think its compatible with upstart.,0
thanks a million sebastian trueg. i really appreciate k3b and its ease of use.,1
"I've installed blender and run your file, playing it for a while and it failed",0
"Thanks, I was able to reproduce this behavior now, here is a debug dump",1
"WRONG. The bug is not only in Metacity, therefore it's not only down to Metacity devs to fix it. Compiz has the same problem, for instance.",0
i'm with scott on this one,1
Ath5k doesn't want to install,0
"Merci cyprien didier, your package works perfectly.",1
"i don't see anything per se problematic about that file, but i will check in greater detail later.",0
Here is how to get the latest pommed working: I confirm that it works very well.,1
"We are closing this bug report because it lacks the information we need to investigate the problem, as described in the previous comments.",0
i have had same issue on hardy(agp radeon x1600).,1
mine didn't complete.,0
I had the same issue.,1
"on the other hand, i consider this a sudo bug and not a kdesudo one.",0
looks good to me too.,1
I don't know how to redirect with sudo.,0
I can agree to this. Yesterday I also experienced that after irq 21 got disabled by the kernel,1
afaics this is really not a wxwidgets bug,0
That was fixed according to changelog,1
"BTW, I tested this property again and it doesn't work on Ubuntu 10.10 and HP Elitebook 8440p",0
"Joe Barnet - thanks alot, that did the trick!",1
There is no way to get the actual number of people that use a PPA,0
"Having the same problems on a T42, I downloaded the 2.6.24-2 kernel as suggested and I was able to enter suspend mode and to resume.",1
"it boots, but after it switches to ncurses, i don't have any text displayed.",0
I like the CTRL-B and CTRL-H features of Mozilla and would like that carried over.,1
"so i don't think it's a linux kernel problem, but a (k)ubuntu problem.",0
"the Gsibbery workaround did work for me, hotkey-setup has been reinstalled without problems.",1
This problem is still have place when i'm using firefox and any gtk theme,0
I see this on the Eee PC as well. I can provide lspci/dmesg/lshal/etc. output if required.,1
@Wayno - the bug you are experiencing is not this bug,0
"Just saw this bug, I have been experiencing the same message on a dual p3 800mhz server-system.",1
@bryce harrington: i tried both solution 1 and two on my notebook (acer aspire 5315) and in both cases the performance was horrible.,0
"Same Problem, but works fine with the alsa drivers which Eduardo recommended.",1
Gmsh hanging is not related to this bug.,0
"yeah , i get this same problem , but only with compiz ..",1
"The bug isn't that the applet can't be made smaller, but that part of the applet is completely inaccesible.",0
"Thanks for the information Karl, but this bug report is about packaging the latest stable version of Eclipse.",1
"Forks can be good or bad, but this one doesn't seem to have worked out too well - I hope ubuntu had a darn good reason for using it.",0
I'm pretty sure some of you will be fixed by this upstream commit,1
Can't run Valgrind on notification-daemon,0
"pitti, I think gagern made a good point in comment #61 that this is an aggregation of issues that are difficult to investigate due to lack of specific error messages, due to bug #328980 - gnome redirects error messages to /dev/null.",1
"I don't know much about kernel drivers, especially wireless one, but I do see that orinoco module is in 2.6.22-9",0
"After further testing...I too, experience the same problems haytjes was having.",1
I think that is not problem with drivers.,0
I'm having a Microsoft Wireless 6000 mouse and have the same issue as Adam.,1
Not here. Still have issues.,0
i've just tried gedit. at least 2 pages to 1 was no problem.,1
Encoutered bug after upgrading Hardy Beta + powermanager is enabled + Quit does not respond after login + After starting an application -like fire fox- the quit box appears and a can logout.,0
"Running Intrepid Ibex, same issue as in Hardy.",1
"except, it's the wrong resolution, tiefflieger.",0
"Yes, its fixed, thank you very much!",1
both connecting and creating ad-hoc networks don't work.,0
"Yes, reboot=b helps. Thanks.",1
