Bug Number,Sentence Number,Sentence
72501,14.5,> > xorg-server also build-depends on a compliant mesa (which builds libgl1 > -mesa-dri_DOUHAO_ which contains all the foo_dri.so -drivers).
72501,14.6,> > So_DOUHAO_ where exactly do we need some extra Depends?
72501,14.7,It sounds like this has been fixed then.
72501,14.8,When we created the bug there was nothing fixing the ABI of libdri.so (which upstream changes without a package change or soname change occuring) to the ABI the video drivers were built against.
72501,14.9,-Rob -- GPG key available at: < http://www.robertcollins.net/keys.txt >.
72501,15.1,Ah_DOUHAO_ ok.
72501,15.2,Closing the bug then.
72501,15.3,The drivers have provided the ABI version before too_DOUHAO_ but perhaps the mesa build-deps were not strict enough when we tracked upstream snapshots.
72501,15.4,Now there is no need to do that anymore.
91130,1.1,Ubuntu 10 After download it locks upwhile changing user accounts
91130,2.1,Thanks for taking the time to report this bug and helping to make Ubuntu better.
91130,2.2,With which version of Ubuntu_DOUHAO_ there isn't a version 10_DOUHAO_ did you notice this issue?
91130,2.3,Is this after the first user logs out and then the second on logs in?
91130,2.4,Thanks in advance.
91130,3.1,ubuntu 6.10 and this is not after the first one logs out On 3/10/07_DOUHAO_ Brian Murray <email address hidden> wrote:
91130,3.2,> > Thanks for taking the time to report this bug and helping to make Ubuntu > better.
91130,3.3,With which version of Ubuntu_DOUHAO_ there isn't a version 10_DOUHAO_ did you > notice this issue?
91130,3.4,Is this after the first user logs out and then the > second on logs in?
91130,3.5,Thanks in advance.
91130,3.6,> > ** Changed in: Ubuntu > Assignee: (unassigned) => Brian Murray > Status: Unconfirmed => Needs Info > > -- > computer freezes after download > https://launchpad.net/bugs/91130 >
91130,4.1,Thanks for the additional information.
91130,4.2,Is it possible to switch to one of the text based virtual consoles vt[1-4] when the system locks up?
91130,4.3,You can switch to one by pressing Ctrl+Alt+F2.
91130,4.4,Thanks in advance.
91130,5.1,it worked thank you On 3/12/07_DOUHAO_ Brian Murray <email address hidden> wrote:
91130,5.2,> Thanks for the additional information.
91130,5.3,Is it possible to switch to one > of the text based virtual consoles vt[1-4] when the system locks up?
91130,5.4,> You can switch to one by pressing Ctrl+Alt+F2.
91130,5.5,Thanks in advance.
91130,5.6,> > -- > computer freezes after download > https://launchpad.net/bugs/91130 >
91130,6.1,When you say it worked do you mean that you were able to switch to a virtual terminal or that your issue is resolved?
91130,7.1,issue was resolved On 3/22/07_DOUHAO_ Brian Murray <email address hidden> wrote:
91130,7.2,> > When you say it worked do you mean that you were able to switch to a > virtual terminal or that your issue is resolved?
91130,7.3,> > -- > computer freezes after download > https://launchpad.net/bugs/91130 >
91130,8.1,This bug report is being closed due to your last comment regarding this being fixed.
91130,8.2,Thanks again for taking the time to report this bug and helping to make Ubuntu better.
91130,8.3,Feel free to submit any future bugs you may find.
91330,1.1,I have a ps/2 mouse and it dont work the file xorg.conf is ok_DOUHAO_ but the mouse do not move
91330,1.2,ProblemType: Bug Architecture: i386 Date: Sun Mar 11 03:53:32 2007 DistroRelease: Ubuntu 7.04 Uname: Linux linux 2.6.20-9-generic #2 SMP Mon Feb 26 03:01:44 UTC 2007 i686 GNU/Linux
91330,2.1,I assume the mouse is plugged in?
91330,2.2,Seriously_DOUHAO_ we need more info to see what the cause of this is: Have you checked that in /proc/interrupts your mouse is set and configured correctly?
91330,2.3,Is the relevant module loaded (cat /proc/modules | grep psmouse)?
91330,2.4,Is any relevant error/warning reported in the xorg log file (/var/log/Xorg.0.log)?
91330,2.5,Can you cut and paste here the relevant InputDevice and the ServerLayout sections of your xorg.conf?
91330,4.1,I have a computer pentium III of 750mhz.
91330,4.2,I love ubuntu_DOUHAO_ and I have three Hard disks.
91330,4.3,in the number one (disk) I have ubuntu 6.
91330,4.4,10 and it´s ok.
91330,4.5,in the Second Hard disk I have Kubuntu 6.10 and It´s ok too.
91330,4.6,I installed ubuntu 7.04 _DOUHAO_ (for to test) but it doesn´t work ( the mouse) I have Feisty-Fawn herd 1_DOUHAO_ herd 2 herd 3 herd 4 and now herd 5 but my mouse don´t work in any versions (of ubuntu 7.04).
91330,4.7,I had test with kubuntu 7.04but the problem persist.
91330,4.8,my mouse is PS/2.
91330,4.9,(Genius).
91330,4.10,I am ubuntu user from ubuntu 5.04 and my computer don´t have problem.
91330,4.11,I have checked the xorg.conf file and it´s ok I have changed the mouse for Serial Mouse ang nothing of nothing.
91330,4.12,Thank you.
91330,4.13,2007/3/11_DOUHAO_ Cesare Tirabassi <email address hidden>:
91330,4.14,> > I assume the mouse is plugged in?
91330,4.15,> Seriously_DOUHAO_ we need more info to see what the cause of this is: > Have you checked that in /proc/interrupts your mouse is set and configured > correctly?
91330,4.16,> Is the relevant module loaded (cat /proc/modules | grep psmouse)?
91330,4.17,> Is any relevant error/warning reported in the xorg log file > (/var/log/Xorg.0.log)?
91330,4.18,> Can you cut and paste here the relevant InputDevice and the ServerLayout > sections of your xorg.conf?
91330,4.19,> > -- > my mouse dont work > https://launchpad.net/bugs/91330 >
91330,4.20,-- ___________________________ Manuel A.Cabrera L.
91330,4.21,___________________________
91330,5.1,Try adding the following line to /etc/modules: psmouse
91330,7.1,I confirm that there is something fishy about the mouse behaviour in 2.6.20.
91330,7.2,The kernel FAQ ( http://kerneltrap.org/node/2199 ) doesn't unfortunately cover this case.
91330,7.3,If I plug in my mouse through a USB->PS/2 adapter the mouse is not detected by the kernel.
91330,7.4,Instead I get a Macintosh mouse button emulation as /class/input/input0 !?
91330,7.5,@Manuel: can you please type dmesg | grep input in the console and tell me what you see?
91330,7.6,Let me know if you don know how to do it.
91330,8.1,I have spoken too early.
91330,8.2,My mouse with an USB->PS/2 adapter do not work in other OSs too.
91330,9.1,Than you Cesare Tirabassi When I typed dmesg | grep input in the console tell me : 33.091260 input: Macintosh mouse button emulation as /class/input/input0 ___________________________ Manuel A.Cabrera L.
91330,9.2,___________________________
91330,10.1,I don´t know how to do it.
91330,10.2,2007/3/11_DOUHAO_ Onkar Shinde <email address hidden>:
91330,10.3,> > ** Changed in: xserver-xorg-input-mouse (Ubuntu) > Sourcepackagename: None => xserver-xorg-input-mouse > > -- > my mouse dont work > https://launchpad.net/bugs/91330 >
91330,10.4,-- ___________________________ Manuel A.Cabrera L.
91330,10.5,___________________________
91330,11.1,I don´t know how to do it: Sourcepackagename: xserver-xorg-input-mouse => linux-source-2.6.20 ???
91330,11.2,Thank you for your response 2007/3/15_DOUHAO_ Cesare Tirabassi <email address hidden>:
91330,11.3,> > ** Changed in: xserver-xorg-input-mouse (Ubuntu) > Sourcepackagename: xserver-xorg-input-mouse => linux-source-2.6.20 > Assignee: (unassigned) => Cesare Tirabassi > Status: Needs Info => Confirmed > > -- > my mouse dont work > https://launchpad.net/bugs/91330 >
91330,11.4,-- ___________________________ Manuel A.Cabrera L.
91330,11.5,___________________________
91330,12.1,I did watch that when the system is inicialiting if I typed F2 in the secreen tell me: "unable create db file /dev/.udev/db/input/mice no such file or directory" I think that it is relationated with the problem of the mosue: I remenber that : the xorg.conf is ok the hard disk is ok my mouse is Genius Ps2 board GFXCEL Pentium III of 750 Mhz.
91330,12.2,I installed ubuntu 4 or 5 times and the mouse don´t work with ubuntu 6_DOUHAO_10 _DOUHAO_ kubuntu 6.10 is ok 2007/3/15_DOUHAO_ Cesare Tirabassi <email address hidden>:
91330,12.3,> > I have spoken too early.
91330,12.4,My mouse with an USB->PS/2 adapter do not work > in other OSs too.
91330,12.5,> > ** Changed in: linux-source-2.6.20 (Ubuntu) > Status: Confirmed => Needs Info > > -- > my mouse dont work > https://launchpad.net/bugs/91330 >
91330,12.6,-- ___________________________ Manuel A.Cabrera L.
91330,12.7,___________________________
91330,13.1,Manuel_DOUHAO_ could you execute this command in your home directory : udevinfo -e > udev.info and then send me the file udev.info (which you will find in your home directory)?
91330,13.2,Also_DOUHAO_ I'm still waiting to receive the information I requested in my first email.
91330,13.3,Without these information I have no visibility of what is going on in your PC and I'm totally unable to help you.
91330,13.4,If you don know how to provide this information_DOUHAO_ please ask me and I will try to help you.
91330,14.1,Thank you Cersare the instructions "Sourcepackagename: None => xserver-xorg-input-mouse"_DOUHAO_ "Sourcepackagename: xserver-xorg-input-mouse => linux-source-2.6.20" I don´t know how to does it.
91330,14.2,With The Instruction "dmesg | grep input" I got "33.091260 input: Macintosh mouse button emulation as /class/input/input0 " With "udevinfo -e > udev.info" I got The file attachment ___________________________ Manuel A.Cabrera L.
91330,14.3,___________________________ P
91330,15.1,Hi Cesare_DOUHAO_ based on the fact that it doesn't work in other OSs_DOUHAO_ I'm rejecting this for the moment :) Where did you get the USB->PS/2 adapter from?
91330,15.2,Normally these connectors are normally passive (they just change the shape of the plug)_DOUHAO_ the actual computer chip within the mouse is responsible for detecting where it is plugged into a USB_DOUHAO_ or to a PS/2 protocol socket.
91330,15.3,If the mouse wasn't built and supplied with a converter on the end of the cable it won't work as the intelligence is not available within the mouse to be able to speak PS/2 protocol in the first place.
91330,15.4,Do you have another mouse that you can try?
91330,16.1,Sorry_DOUHAO_ I said 'Cesare' when I meant the original reporter_DOUHAO_ 'Manuel'.
96147,1.1,I found that USB to serial dongles such as my FTDI chipset (ftdi_sio driver) dongle no longer work in Feisty.
96147,1.2,The problem is that brltty claims them before the driver is able to_DOUHAO_ as I understand it:
96147,1.3,[ 6786.276000] usb 1-1.4: usbfs: interface 0 claimed by ftdi_sio while 'brltty' sets config #1 [ 6786.284000] ftdi_sio ttyUSB0: FTDI USB Serial Device converter now disconnected from ttyUSB0 [ 6786.288000] ftdi_sio 1-1.4:1.0: device disconnected
96147,1.4,Removing the brltty and brltty-x11 packages solved the problem.
96147,1.5,It seems that either this package needs to be fixed so that it doesn't interfere with these devices or it maybe shouldn't be installed by default?
96147,2.1,Same problem here with TMote Sky sensor motes ( http://www.moteiv.com/products/tmotesky.php ).
96147,2.2,This is what happens when I try to plug one
96147,3.1,noting package name and marking confirmed since others can reproduce it_DOUHAO_
96147,4.1,Note: yes it should always be installed by default_DOUHAO_ because it is meant for blind users to be able to use their computer.
96147,4.2,Without it_DOUHAO_ they wouldn't be able to even run apt-get or synaptic_DOUHAO_ So the solution is really to remove the guilty USB ID from the hotplug/udev rule.
96147,5.1,This is still a problem on Gutsy.
96147,5.2,It's highly annoying_DOUHAO_ any serial USB device (for instance USB to serial adapters_DOUHAO_ but also the Artec Group's LPC dongle) is affected by this.
96147,5.3,Can this *please* be fixed?
96147,5.4,Is there a way to detect brltty hardware in a more intelligent way_DOUHAO_ and not just attach to anything that looks like a USB serial device?
96147,6.1,This problem isn't only on ubuntu_DOUHAO_ it's on debian as well_DOUHAO_ should a bug report be made there_DOUHAO_ too?
96147,6.2,Shouldn't packages be checked for faults like these?
96147,7.1,Skerit_DOUHAO_ le Sat 24 Jan 2009 17:15:41 -0000_DOUHAO_ a écrit :
96147,7.2,> *** This bug is a duplicate of bug 84139 *** > https://bugs.launchpad.net/bugs/84139 > > This problem isn't only on ubuntu_DOUHAO_ it's on debian as well_DOUHAO_ should a bug report be made there_DOUHAO_ too?
96147,7.3,I don't think so: on debian brltty is _not_ installed by default_DOUHAO_ only people having braille displays would install it.
96147,7.4,The combination of owning both a USB serial dongle _and_ a braille display is very rare and such people would know how to tackle it anyway.
96147,7.5,> Shouldn't packages be checked for faults like these?
96147,7.6,Ideally yes_DOUHAO_ but it's hard to track that automatically: you'd have to somehow parse the source code to know which identifiers are used.
